ID;Ressources;XP
1678;Noix de Grokoko Traumatisée;0.313
1002;Tronc de Kokoko;0.313
17130;Viande Tendre;0.31
368;Gelée à la Fraise;0.305
2618;Kokopaille;0.304
9383;Racine de Tronkoblop;0.302
13714;Dent de Larve Rubis;0.302
2553;Gros Boulet;0.301
13097;Mâchoire du Chafer Draugr;0.3
392;Noix de Pécan;0.299
2288;Patte de Wabbit;0.292
435;Racine d'Abraknyde;0.291
369;Gelée à la Menthe;0.284
2436;Gelée Citron;0.283
13500;Dent de Larve Émeraude;0.282
463;Ambre;0.278
16148;Poil d'Abrakne;0.273
14945;Vieille Partition;0.273
14944;Sueur Froide de Fantôme;0.273
13728;Paupière d'Étoile;0.273
13491;Relique Familiale;0.273
13342;Tatouage de Mauvais Garçon;0.273
2583;Œil de Raul Mops;0.273
2484;Trident Cassé;0.273
2297;Flèche du Chafer Archer;0.273
2275;Cuir de Porkass;0.273
1664;Dent de Crocodaille;0.273
485;Slip en cuir du Chafer Lancier;0.273
429;Miséricorde du Chafer d'Élite;0.273
379;Pince de Crabe;0.273
372;Bandeau du Black Tiwabbit;0.273
11110;Obsidienne;0.27
11109;Frostiz;0.27
11107;Bois de Tremble;0.27
11106;Poisskaille;0.27
11102;Perce-Neige;0.27
757;Gelée Bleuet;0.267
287;Graine de Sésame;0.266
16525;Crâne de Kardorim;0.263
14459;Moustaches de Tiwabbit;0.263
13713;Dent de Larve Saphir;0.263
14278;Chaînes Brisées;0.26
33315;Petit Extrait de Baffeur;0.26
16471;Espadon;0.26
7014;Bois de Bambou Sacré;0.26
2330;Capsule Explosive;0.254
8730;Coccyx du Corailleur;0.254
2648;Griffes de Kwak;0.254
1142;Bec du Kwak de Terre;0.254
1141;Plume du Kwak de Terre;0.254
416;Plume du Kwak de Vent;0.254
415;Plume du Kwak de Flamme;0.254
414;Plume du Kwak de Glace;0.254
413;Bec du Kwak de Vent;0.254
412;Bec du Kwak de Flamme;0.254
411;Bec du Kwak de Glace;0.254
1675;Os Surprise du Chafer Fantassin;0.253
27748;Ronce ephedryenne;0.251
761;Poils de souris;0.251
16469;Tanche;0.25
16456;Millet;0.25
16389;Mandragore;0.25
7033;Dolomite;0.25
470;Bois d'Orme;0.25
14460;Branche de Tiwabbit Kiafin;0.249
2515;Groin de Sanglier des Plaines;0.249
409;Poils de Barbe du Bwork Mage;0.248
13339;Sceau Royal Contrefait;0.245
8752;Bulbe Morito;0.245
8751;Bulbe Passaoh;0.245
8750;Bulbe Malibout;0.245
8749;Bulbe Kouraçao;0.245
13505;Bourse Suspecte;0.243
33331;Extrait de Mangeoire;0.241
16467;Morue;0.24
7016;Bois de Bambou Sombre;0.24
8158;Plume Graisseuse du Tofu Ventripotent;0.239
8735;Corail Morito;0.236
8734;Corail Passaoh;0.236
8733;Corail Malibout;0.236
8732;Corail Kouraçao;0.236
3208;Slip de Bwork Archer;0.229
13729;Papier Charbon;0.223
16454;Maïs;0.22
16387;Belladone;0.22
1779;Bar Rikain;0.22
472;Bois de Charme;0.22
313;Or;0.22
13489;Miroir de Dopeul;0.214
7925;Bois de Kaliptus;0.21
602;Requin Marteau-Faucille;0.21
31826;Boyau de zarbivore;0.209
17128;Viande Minérale;0.208
13730;Graine de la Discorde;0.207
2250;Bois de Tronknyde;0.206
2674;Bonnet de Gobaliste;0.206
2656;Os rongé de Gobichon;0.206
2259;Pic de Lance de Gobet;0.206
382;Longue-vue de Gob-Trotteur;0.206
302;Tambour de Gobaladée;0.206
16168;Lamelle de Champa Vert;0.202
16167;Lamelle de Champa Rouge;0.202
16166;Lamelle de Champa Marron;0.202
16165;Lamelle de Champa Bleu;0.202
16465;Lotte;0.2
16385;Ginseng;0.2
449;Bois d'Ébène;0.2
446;Bauxite;0.2
425;Chanvre;0.2
16488;Bois de Noisetier;0.19
1784;Raie Bleue;0.19
1652;Patte d'Arakne Majeure;0.185
432;Côtes du Rib;0.183
420;Ficelle en Lin;0.18
2468;Estomac de Ouassingue;0.18
16001;Antennes de Vilinsekt;0.176
2579;Œil de Tofu Noir;0.176
2571;Patte de Tofukaz;0.176
2249;Dent de Garglyphe;0.176
887;Cuir de Ouassingue;0.176
375;Dent de Tofu Mutant;0.176
367;Œuf de Tofu;0.176
301;Plume de Tofu;0.176
7059;Graine de Pandouille;0.17
1801;Perche;0.17
474;Bois de Merisier;0.17
405;Malt;0.17
350;Argent;0.17
901;Cuir du Cochon de Lait;0.166
883;Cuir de Boostache Prépubère;0.162
486;Cuir de Gargrouille;0.162
391;Noix de Cajou;0.161
16463;Dorade Grise;0.16
7013;Bois de Bambou;0.16
2283;Œil de Kwoan;0.155
16461;Anguille;0.15
7032;Silicate;0.15
7018;Riz;0.15
594;Edelweiss;0.15
532;Seigle;0.15
461;Bois d'If;0.15
444;Étain;0.15
430;Os Invisible du Chafer Invisible;0.144
2357;Bois d'Oliviolet;0.14
600;Kralamoure;0.14
12428;Boue Juvénile;0.134
17126;Viande Frelatée;0.133
286;Levure de Boulanger;0.126
10835;Cachet du bizut;0.125
882;Laine du Chef de Guerre Bouftou;0.124
752;Sang de Vampire;0.123
1847;Brochet;0.12
593;Orchidée Freyesque;0.12
471;Bois d'Érable;0.12
445;Manganèse;0.12
423;Lin;0.12
2279;Canine Vampiresque;0.117
417;Boue du Boo;0.116
1777;Bout de Blop Indigo;0.116
1775;Bout de Blop Griotte;0.116
1773;Bout de Blop Reinette;0.116
1770;Bout de Blop Coco;0.116
6845;Casque de Martoa;0.111
6844;Oreille de Douzdoa;0.111
6843;Gant de Sherpoa;0.111
6841;Œil de Pikdoa;0.111
2322;Crocs de Rats;0.111
1690;Poils du Milimulou;0.111
407;Pic de Prespic;0.111
394;Noisette;0.111
393;Gland;0.111
304;Cuir de Scélérat Strubien;0.111
12444;Fumée Juvénile;0.11
12440;Flaque Juvénile;0.11
12436;Cendres Juvéniles;0.11
12432;Poudre Juvénile;0.11
2358;Bois de Bombu;0.11
1805;Sardine Brillante;0.11
885;Laine de Boufton Noir;0.109
884;Cuir de Bouftou Noir;0.104
387;Défense du Sanglier;0.102
1794;Carpe d'Iem;0.1
460;Bois de Chêne;0.1
443;Kobalte;0.1
401;Houblon;0.1
380;Menthe Sauvage;0.1
383;Corne de Boufton;0.1
881;Laine de Ramane Strubien;0.097
13727;Crème à bronzer;0.096
13726;Conque Marine;0.096
13502;Fluide Glacial;0.096
